Avg_CO2_Power_2001,Avg_CO2_Power_2010,Avg_CO2_Power_2019,Growth_2001_to_2010,Growth_2010_to_2019,Growth_2001_to_2019
19.95002482394111,23.811844863789876,25.13460625427601,19.357469847427822,5.5550563093816745,25.987844506905695
