Avg_CO2_Power_2001,Avg_CO2_Power_2010,Avg_CO2_Power_2019,Growth_2001_to_2010,Growth_2010_to_2019,Growth_2001_to_2019
727.6041814625,1002.6781994625001,1166.1762174149999,37.80544766071785,16.306130724707614,60.27618410204304
